Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Moth,2015,Kharif     ,Uttarakhand,15.0,8,1247.6,2368.65,4.95,0.53
Moth,2015,Rabi       ,Uttarakhand,15858.0,15520,1247.6,2504136.78,5233.14,0.720769231
Other  Rabi pulses,2015,Rabi       ,Uttarakhand,4.0,4,1247.6,631.64,1.32,1.0
Other Kharif pulses,2015,Kharif     ,Uttarakhand,12297.0,12055,1247.6,1941819.27,4058.01,0.969166667
Peas & beans (Pulses),2015,Rabi       ,Uttarakhand,4983.0,4666,1247.6,786865.53,1644.39,0.736923077
Rapeseed &Mustard,2015,Rabi       ,Uttarakhand,12275.0,11611,1247.6,1938345.25,4050.75,0.71
Rice,2015,Summer     ,Uttarakhand,13043.0,50137,1247.6,2059620.13,4304.19,3.81
Sesamum,2015,Kharif     ,Uttarakhand,1700.0,464,1247.6,268447.0,561.0,0.235833333
Soyabean,2015,Kharif     ,Uttarakhand,11940.0,15950,1247.6,1885445.4,3940.2,0.994615385
Sunflower,2015,Kharif     ,Uttarakhand,102.0,97,1247.6,16106.82,33.66,0.96
Turmeric,2015,Whole Year ,Uttarakhand,980.0,1738,1247.6,154751.8,323.4,1.766666667
Urad,2015,Kharif     ,Uttarakhand,11940.0,7876,1247.6,1885445.4,3940.2,0.832307692
Urad,2015,Summer     ,Uttarakhand,59.0,26,1247.6,9316.69,19.47,0.465
other oilseeds,2015,Kharif     ,Uttarakhand,30.0,19,1247.6,4737.3,9.9,0.723333333
other oilseeds,2015,Rabi       ,Uttarakhand,627.0,315,1247.6,99009.57,206.91,0.568
Masoor,2015,Rabi       ,Jharkhand,8785.0,6304,1085.6,1387239.35,2899.05,0.697647059
Peas & beans (Pulses),2015,Rabi       ,Jharkhand,6334.0,5689,1085.6,1000201.94,2090.22,0.878823529
Arhar/Tur,2015,Rabi       ,West Bengal,2837.0,2480,1717.0,447990.67,936.21,0.842727273
Bajra,2015,Kharif     ,West Bengal,166.0,49,1717.0,26213.06,54.78,0.32
Barley,2015,Rabi       ,West Bengal,2500.0,3525,1717.0,394775.0,825.0,1.408571429
Castor seed,2015,Kharif     ,West Bengal,56.0,34,1717.0,8842.96,18.48,0.61
Cotton(lint),2015,Kharif     ,West Bengal,451.0,1326,1717.0,71217.41,148.83,2.94
Groundnut,2015,Autumn     ,West Bengal,2107.0,1900,1717.0,332716.37,695.31,0.984444444
Groundnut,2015,Rabi       ,West Bengal,13472.0,24593,1717.0,2127363.52,4445.76,1.759285714
Horse-gram,2015,Rabi       ,West Bengal,2081.0,1081,1717.0,328610.71,686.73,0.662727273
Jowar,2015,Autumn     ,West Bengal,25.0,9,1717.0,3947.75,8.25,0.36
Linseed,2015,Rabi       ,West Bengal,6191.0,2275,1717.0,977620.81,2043.03,0.350714286
Moong(Green Gram),2015,Kharif     ,West Bengal,1192.0,1029,1717.0,188228.72,393.36,0.762727273
Moong(Green Gram),2015,Rabi       ,West Bengal,2633.0,1800,1717.0,415777.03,868.89,0.767
Moth,2015,Rabi       ,West Bengal,16.0,14,1717.0,2526.56,5.28,0.88
Niger seed,2015,Kharif     ,West Bengal,4132.0,2959,1717.0,652484.12,1363.56,0.575
Other  Rabi pulses,2015,Rabi       ,West Bengal,374.0,186,1717.0,59058.34,123.42,0.554
Other Kharif pulses,2015,Kharif     ,West Bengal,951.0,636,1717.0,150172.41,313.83,0.545714286
Peas & beans (Pulses),2015,Rabi       ,West Bengal,15025.0,11320,1717.0,2372597.75,4958.25,0.724666667
Ragi,2015,Autumn     ,West Bengal,10132.0,11127,1717.0,1599944.12,3343.56,0.718
Safflower,2015,Kharif     ,West Bengal,486.0,424,1717.0,76744.26,160.38,0.855714286
Sesamum,2015,Autumn     ,West Bengal,1372.0,1122,1717.0,216652.52,452.76,0.756666667
Sesamum,2015,Winter     ,West Bengal,1282.0,920,1717.0,202440.62,423.06,0.695555556
Small millets,2015,Autumn     ,West Bengal,1720.0,914,1717.0,271605.2,567.6,0.5275
Small millets,2015,Rabi       ,West Bengal,525.0,716,1717.0,82902.75,173.25,0.965
Soyabean,2015,Kharif     ,West Bengal,600.0,436,1717.0,94746.0,198.0,0.62
Sunflower,2015,Kharif     ,West Bengal,7225.0,9407,1717.0,1140899.75,2384.25,1.298125
Tobacco,2015,Whole Year ,West Bengal,15073.0,25335,1717.0,2380177.43,4974.09,1.1875
Urad,2015,Rabi       ,West Bengal,11177.0,10658,1717.0,1764960.07,3688.41,0.9
Bajra,2016,Kharif     ,Bihar,3564.0,4045,1205.6,546183.0,1247.4,1.13
Barley,2016,Rabi       ,Bihar,10823.0,16290,1205.6,1658624.75,3788.05,1.506538462
Castor seed,2016,Kharif     ,Bihar,77.0,74,1205.6,11800.25,26.95,0.9875
Coriander,2016,Whole Year ,Bihar,2852.0,2548,1205.6,437069.0,998.2,0.891481481
Garlic,2016,Whole Year ,Bihar,1866.0,2830,1205.6,285964.5,653.1,1.525517241
Ginger,2016,Whole Year ,Bihar,379.0,697,1205.6,58081.75,132.65,1.886470588
Groundnut,2016,Kharif     ,Bihar,979.0,994,1205.6,150031.75,342.65,1.006666667
Horse-gram,2016,Kharif     ,Bihar,8300.0,7626,1205.6,1271975.0,2905.0,0.919444444
Jowar,2016,Kharif     ,Bihar,1796.0,1912,1205.6,275237.0,628.6,1.058333333
Linseed,2016,Rabi       ,Bihar,12684.0,10561,1205.6,1943823.0,4439.4,0.838857143
Moong(Green Gram),2016,Kharif     ,Bihar,10651.0,8329,1205.6,1632265.75,3727.85,0.76516129
Other  Rabi pulses,2016,Rabi       ,Bihar,2341.0,2352,1205.6,358758.25,819.35,1.002352941
Other Kharif pulses,2016,Kharif     ,Bihar,2343.0,1858,1205.6,359064.75,820.05,0.835714286
Ragi,2016,Kharif     ,Bihar,4777.0,3456,1205.6,732075.25,1671.95,0.756
Safflower,2016,Rabi       ,Bihar,107.0,87,1205.6,16397.75,37.45,0.912
Sannhamp,2016,Kharif     ,Bihar,1201.0,971,1205.6,184053.25,420.35,0.832
Sesamum,2016,Kharif     ,Bihar,2032.0,1777,1205.6,311404.0,711.2,0.9192
Small millets,2016,Kharif     ,Bihar,4080.0,3095,1205.6,625260.0,1428.0,0.79
Sunflower,2016,Rabi       ,Bihar,10286.0,14685,1205.6,1576329.5,3600.1,1.42125
Tobacco,2016,Whole Year ,Bihar,10046.0,17692,1205.6,1539549.5,3516.1,1.755
Turmeric,2016,Whole Year ,Bihar,3063.0,3082,1205.6,469404.75,1072.05,1.010909091
Urad,2016,Kharif     ,Bihar,12983.0,11491,1205.6,1989644.75,4544.05,0.904137931
Bajra,2016,Kharif     ,Chhattisgarh,90.0,50,1298.9,13792.5,31.5,0.71
Barley,2016,Rabi       ,Chhattisgarh,2065.0,1879,1298.9,316461.25,722.75,0.964285714
Castor seed,2016,Kharif     ,Chhattisgarh,114.0,31,1298.9,17470.5,39.9,0.22
Coriander,2016,Whole Year ,Chhattisgarh,2336.0,677,1298.9,357992.0,817.6,0.281923077
Cotton(lint),2016,Whole Year ,Chhattisgarh,79.0,147,1298.9,12106.75,27.65,2.162
Dry chillies,2016,Whole Year ,Chhattisgarh,6776.0,4418,1298.9,1038422.0,2371.6,0.645555556
Garlic,2016,Whole Year ,Chhattisgarh,1282.0,3212,1298.9,196466.5,448.7,2.903888889
Ginger,2016,Whole Year ,Chhattisgarh,2073.0,2473,1298.9,317687.25,725.55,1.158181818
Horse-gram,2016,Rabi       ,Chhattisgarh,3855.0,1122,1298.9,590778.75,1349.25,0.273636364
Jowar,2016,Whole Year ,Chhattisgarh,4012.0,5436,1298.9,614839.0,1404.2,1.406521739
Jute,2016,Kharif     ,Chhattisgarh,241.0,0,1298.9,36933.25,84.35,0.0
Mesta,2016,Kharif     ,Chhattisgarh,1057.0,1717,1298.9,161985.25,369.95,2.141764706
Moong(Green Gram),2016,Kharif     ,Chhattisgarh,9014.0,4071,1298.9,1381395.5,3154.9,0.398148148
Moong(Green Gram),2016,Rabi       ,Chhattisgarh,6168.0,2367,1298.9,945246.0,2158.8,0.3312
Onion,2016,Whole Year ,Chhattisgarh,5075.0,16342,1298.9,777743.75,1776.25,2.786956522
Other  Rabi pulses,2016,Rabi       ,Chhattisgarh,1090.0,415,1298.9,167042.5,381.5,0.352105263
Other Kharif pulses,2016,Kharif     ,Chhattisgarh,4866.0,1718,1298.9,745714.5,1703.1,0.335217391
Peas & beans (Pulses),2016,Rabi       ,Chhattisgarh,14149.0,5664,1298.9,2168334.25,4952.15,0.3864
Ragi,2016,Kharif     ,Chhattisgarh,7183.0,1747,1298.9,1100794.75,2514.05,0.200625
Safflower,2016,Rabi       ,Chhattisgarh,218.0,75,1298.9,33408.5,76.3,0.343636364
Sannhamp,2016,Kharif     ,Chhattisgarh,1189.0,565,1298.9,182214.25,416.15,0.446190476
Sunflower,2016,Kharif     ,Chhattisgarh,2273.0,7,1298.9,348337.25,795.55,0.054705882
Tobacco,2016,Whole Year ,Chhattisgarh,5.0,3,1298.9,766.25,1.75,0.6
Turmeric,2016,Whole Year ,Chhattisgarh,1875.0,1636,1298.9,287343.75,656.25,1.0145
Urad,2016,Rabi       ,Chhattisgarh,4324.0,1198,1298.9,662653.0,1513.4,0.301904762
Dry chillies,2016,Whole Year ,Gujarat,7349.0,7595,710.5,1126234.25,2572.15,1.154666667
Maize,2016,Summer     ,Gujarat,11311.0,24059,710.5,1733410.75,3958.85,2.081428571
Other Cereals,2016,Kharif     ,Gujarat,5937.0,3499,710.5,909845.25,2077.95,0.6875
Other Cereals,2016,Rabi       ,Gujarat,13867.0,21025,710.5,2125117.75,4853.45,1.4275
Other Kharif pulses,2016,Kharif     ,Gujarat,4791.0,2887,710.5,734220.75,1676.85,0.613529412
Urad,2016,Summer     ,Gujarat,3812.0,4616,710.5,584189.0,1334.2,0.805833333
Arhar/Tur,2016,Kharif     ,Haryana,5600.0,4160,554.7,858200.0,1960.0,0.84
Castor seed,2016,Kharif     ,Haryana,1800.0,2000,554.7,275850.0,630.0,1.073333333
Coriander,2016,Whole Year ,Haryana,2261.0,4004,554.7,346498.25,791.35,1.896190476
Groundnut,2016,Kharif     ,Haryana,4700.0,5700,554.7,720275.0,1645.0,1.151666667
Horse-gram,2016,Kharif     ,Haryana,200.0,100,554.7,30650.0,70.0,0.5
Maize,2016,Kharif     ,Haryana,6300.0,19500,554.7,965475.0,2205.0,3.132222222
Masoor,2016,Rabi       ,Haryana,1600.0,1200,554.7,245200.0,560.0,0.866666667
Moth,2016,Kharif     ,Haryana,600.0,100,554.7,91950.0,210.0,0.21
Peas & beans (Pulses),2016,Rabi       ,Haryana,3800.0,4700,554.7,582350.0,1330.0,1.257142857
Sesamum,2016,Kharif     ,Haryana,1600.0,1320,554.7,245200.0,560.0,0.8275
Sunflower,2016,Kharif     ,Haryana,8600.0,12100,554.7,1317950.0,3010.0,1.72
Urad,2016,Kharif     ,Haryana,1320.0,600,554.7,202290.0,462.0,1.5825
other oilseeds,2016,Rabi       ,Haryana,1300.0,1500,554.7,199225.0,455.0,1.066666667
Arhar/Tur,2016,Kharif     ,Himachal Pradesh,11.0,2,1373.9,1685.75,3.85,0.37
Bajra,2016,Kharif     ,Himachal Pradesh,157.0,77,1373.9,24060.25,54.95,0.58
Coriander,2016,Rabi       ,Himachal Pradesh,104.0,14,1373.9,15938.0,36.4,0.207142857
Cotton(lint),2016,Kharif     ,Himachal Pradesh,30.0,12,1373.9,4597.5,10.5,0.37
Dry chillies,2016,Kharif     ,Himachal Pradesh,445.0,143,1373.9,68196.25,155.75,0.306
Garlic,2016,Rabi       ,Himachal Pradesh,3342.0,912,1373.9,512161.5,1169.7,0.417777778
Gram,2016,Rabi       ,Himachal Pradesh,467.0,204,1373.9,71567.75,163.45,0.35
Groundnut,2016,Kharif     ,Himachal Pradesh,48.0,39,1373.9,7356.0,16.8,0.815
Horse-gram,2016,Kharif     ,Himachal Pradesh,1696.0,595,1373.9,259912.0,593.6,0.353
Linseed,2016,Rabi       ,Himachal Pradesh,417.0,114,1373.9,63905.25,145.95,0.195
Masoor,2016,Rabi       ,Himachal Pradesh,486.0,150,1373.9,74479.5,170.1,0.475555556
Moong(Green Gram),2016,Kharif     ,Himachal Pradesh,71.0,25,1373.9,10880.75,24.85,0.282857143
Moth,2016,Kharif     ,Himachal Pradesh,15.0,4,1373.9,2298.75,5.25,0.176666667
Other Kharif pulses,2016,Kharif     ,Himachal Pradesh,1727.0,495,1373.9,264662.75,604.45,0.35
Peas & beans (Pulses),2016,Kharif     ,Himachal Pradesh,612.0,914,1373.9,93789.0,214.2,1.316666667
Peas & beans (Pulses),2016,Rabi       ,Himachal Pradesh,7156.0,10189,1373.9,1096657.0,2504.6,1.144545455
Ragi,2016,Kharif     ,Himachal Pradesh,1867.0,1958,1373.9,286117.75,653.45,0.852857143
Rapeseed &Mustard,2016,Rabi       ,Himachal Pradesh,7129.0,1692,1373.9,1092519.25,2495.15,0.3
Sannhamp,2016,Kharif     ,Himachal Pradesh,5.0,1,1373.9,766.25,1.75,0.125
Sesamum,2016,Kharif     ,Himachal Pradesh,2715.0,861,1373.9,416073.75,950.25,0.322222222
Small millets,2016,Kharif     ,Himachal Pradesh,5045.0,3656,1373.9,773146.25,1765.75,0.74
Soyabean,2016,Kharif     ,Himachal Pradesh,512.0,915,1373.9,78464.0,179.2,1.522857143
Turmeric,2016,Kharif     ,Himachal Pradesh,136.0,81,1373.9,20842.0,47.6,0.59875
Urad,2016,Kharif     ,Himachal Pradesh,9124.0,3682,1373.9,1398253.0,3193.4,0.528181818
Horse-gram,2016,Kharif     ,Madhya Pradesh,13000.0,6420,1048.4,1992250.0,4550.0,0.484
Jute,2016,Kharif     ,Madhya Pradesh,6000.0,6000,1048.4,919500.0,2100.0,1.0
Mesta,2016,Kharif     ,Madhya Pradesh,2000.0,1439,1048.4,306500.0,700.0,0.65125
Other Cereals,2016,Rabi       ,Madhya Pradesh,4200.0,3980,1048.4,643650.0,1470.0,0.724615385
Other Kharif pulses,2016,Kharif     ,Madhya Pradesh,2000.0,2000,1048.4,306500.0,700.0,1.0
Sunflower,2016,Rabi       ,Madhya Pradesh,1520.0,1520,1048.4,232940.0,532.0,1.0
Castor seed,2016,Kharif     ,Maharashtra,7049.0,2074,1151.1,1080259.25,2467.15,0.379473684
Linseed,2016,Rabi       ,Maharashtra,14203.0,3354,1151.1,2176609.75,4971.05,0.339333333
Niger seed,2016,Kharif     ,Maharashtra,14052.0,2320,1151.1,2153469.0,4918.2,0.175263158
Other Cereals,2016,Rabi       ,Maharashtra,10612.0,4166,1151.1,1626289.0,3714.2,0.437058824
Other Summer Pulses,2016,Summer     ,Maharashtra,2170.0,1443,1151.1,332552.5,759.5,0.68875
Rapeseed &Mustard,2016,Rabi       ,Maharashtra,9233.0,3317,1151.1,1414957.25,3231.55,0.369615385
Sesamum,2016,Summer     ,Maharashtra,1984.0,409,1151.1,304048.0,694.4,0.188888889
Sunflower,2016,Summer     ,Maharashtra,680.0,869,1151.1,104210.0,238.0,0.804
Tobacco,2016,Whole Year ,Maharashtra,800.0,1100,1151.1,122600.0,280.0,1.38
other oilseeds,2016,Summer     ,Maharashtra,281.0,104,1151.1,43063.25,98.35,0.326
Arhar/Tur,2016,Kharif     ,Manipur,533.0,603,2039.8,81682.25,186.55,1.128888889
Cashewnut,2016,Whole Year ,Manipur,31.0,19,2039.8,4750.75,10.85,0.585
Cowpea(Lobia),2016,Kharif     ,Manipur,962.0,1090,2039.8,147426.5,336.7,1.15
Gram,2016,Rabi       ,Manipur,791.0,738,2039.8,121220.75,276.85,0.93
Groundnut,2016,Kharif     ,Manipur,3380.0,2986,2039.8,517985.0,1183.0,0.885555556
Maize,2016,Rabi       ,Manipur,7060.0,17000,2039.8,1081945.0,2471.0,2.412222222
Masoor,2016,Rabi       ,Manipur,699.0,659,2039.8,107121.75,244.65,0.94
Moong(Green Gram),2016,Kharif     ,Manipur,451.0,496,2039.8,69115.75,157.85,1.094444444
Other  Rabi pulses,2016,Rabi       ,Manipur,6320.0,5903,2039.8,968540.0,2212.0,0.931111111
Other Kharif pulses,2016,Kharif     ,Manipur,1531.0,1717,2039.8,234625.75,535.85,1.138888889
Soyabean,2016,Kharif     ,Manipur,5100.0,4326,2039.8,781575.0,1785.0,0.845555556
Urad,2016,Kharif     ,Manipur,1443.0,1644,2039.8,221139.75,505.05,1.144444444
Wheat,2016,Rabi       ,Manipur,2250.0,5620,2039.8,344812.5,787.5,2.503333333
Arhar/Tur,2016,Kharif     ,Mizoram,272.0,266,2626.8,41684.0,95.2,1.191428571
Arhar/Tur,2016,Rabi       ,Mizoram,46.0,41,2626.8,7049.5,16.1,0.89
Cotton(lint),2016,Kharif     ,Mizoram,71.0,24,2626.8,10880.75,24.85,0.426666667
Cowpea(Lobia),2016,Kharif     ,Mizoram,1096.0,1233,2626.8,167962.0,383.6,1.1375
Cowpea(Lobia),2016,Rabi       ,Mizoram,115.0,126,2626.8,17623.75,40.25,1.1525
Maize,2016,Kharif     ,Mizoram,5481.0,8443,2626.8,839963.25,1918.35,1.665
Maize,2016,Rabi       ,Mizoram,298.0,468,2626.8,45668.5,104.3,1.73
Onion,2016,Rabi       ,Mizoram,35.0,127,2626.8,5363.75,12.25,3.63
Other  Rabi pulses,2016,Rabi       ,Mizoram,1217.0,1964,2626.8,186505.25,425.95,1.76875
Other Kharif pulses,2016,Kharif     ,Mizoram,784.0,1144,2626.8,120148.0,274.4,1.33625
Potato,2016,Kharif     ,Mizoram,106.0,437,2626.8,16244.5,37.1,3.75
Rapeseed &Mustard,2016,Rabi       ,Mizoram,326.0,327,2626.8,49959.5,114.1,0.91
Rice,2016,Rabi       ,Mizoram,394.0,872,2626.8,60380.5,137.9,2.21
Sesamum,2016,Kharif     ,Mizoram,850.0,572,2626.8,130262.5,297.5,0.7225
Soyabean,2016,Kharif     ,Mizoram,1019.0,1604,2626.8,156161.75,356.65,1.4825
Tobacco,2016,Whole Year ,Mizoram,222.0,203,2626.8,34021.5,77.7,0.69
Arhar/Tur,2016,Kharif     ,Nagaland,3200.0,2890,1959.8,490400.0,1120.0,0.901818182
Bajra,2016,Kharif     ,Nagaland,690.0,700,1959.8,105742.5,241.5,0.995454545
Barley,2016,Rabi       ,Nagaland,540.0,560,1959.8,82755.0,189.0,1.028181818
Castor seed,2016,Kharif     ,Nagaland,340.0,230,1959.8,52105.0,119.0,0.624444444
Cotton(lint),2016,Kharif     ,Nagaland,130.0,80,1959.8,19922.5,45.5,0.615
Cowpea(Lobia),2016,Kharif     ,Nagaland,530.0,770,1959.8,81222.5,185.5,1.453333333
Gram,2016,Rabi       ,Nagaland,750.0,620,1959.8,114937.5,262.5,0.818181818
Groundnut,2016,Kharif     ,Nagaland,930.0,960,1959.8,142522.5,325.5,1.02
Horse-gram,2016,Kharif     ,Nagaland,500.0,530,1959.8,76625.0,175.0,1.040909091
Jowar,2016,Kharif     ,Nagaland,260.0,250,1959.8,39845.0,91.0,0.96
Jute,2016,Kharif     ,Nagaland,3070.0,5850,1959.8,470477.5,1074.5,1.905
Linseed,2016,Rabi       ,Nagaland,5810.0,4710,1959.8,890382.5,2033.5,0.807272727
Maize,2016,Rabi       ,Nagaland,5300.0,10500,1959.8,812225.0,1855.0,1.978333333
Masoor,2016,Rabi       ,Nagaland,2080.0,1700,1959.8,318760.0,728.0,0.817777778
Mesta,2016,Kharif     ,Nagaland,1880.0,2090,1959.8,288110.0,658.0,1.098181818
Moong(Green Gram),2016,Kharif     ,Nagaland,450.0,460,1959.8,68962.5,157.5,1.008888889
Other  Rabi pulses,2016,Rabi       ,Nagaland,10000.0,12650,1959.8,1532500.0,3500.0,1.264444444
Other Kharif pulses,2016,Kharif     ,Nagaland,10770.0,13110,1959.8,1650502.5,3769.5,1.203
Peas & beans (Pulses),2016,Kharif     ,Nagaland,2350.0,3190,1959.8,360137.5,822.5,1.354
Peas & beans (Pulses),2016,Rabi       ,Nagaland,7200.0,7920,1959.8,1103400.0,2520.0,1.101818182
Ragi,2016,Kharif     ,Nagaland,330.0,320,1959.8,50572.5,115.5,1.001428571
Rice,2016,Rabi       ,Nagaland,4800.0,13400,1959.8,735600.0,1680.0,2.79
Sesamum,2016,Kharif     ,Nagaland,3620.0,2200,1959.8,554765.0,1267.0,0.606363636
Small millets,2016,Kharif     ,Nagaland,8800.0,9880,1959.8,1348600.0,3080.0,1.12
Sunflower,2016,Kharif     ,Nagaland,350.0,300,1959.8,53637.5,122.5,0.843333333
Sunflower,2016,Rabi       ,Nagaland,2220.0,1360,1959.8,340215.0,777.0,0.616
Urad,2016,Rabi       ,Nagaland,820.0,670,1959.8,125665.0,287.0,0.806363636
Wheat,2016,Rabi       ,Nagaland,3380.0,6220,1959.8,517985.0,1183.0,1.838888889
other oilseeds,2016,Kharif     ,Nagaland,2430.0,1460,1959.8,372397.5,850.5,0.6
Arhar/Tur,2016,Kharif     ,Punjab,5700.0,4900,635.9,873525.0,1995.0,0.902857143
Bajra,2016,Kharif     ,Punjab,1200.0,700,635.9,183900.0,420.0,0.55
Barley,2016,Rabi       ,Punjab,8300.0,31500,635.9,1271975.0,2905.0,3.753333333
Gram,2016,Rabi       ,Punjab,1600.0,2200,635.9,245200.0,560.0,1.404285714
Groundnut,2016,Kharif     ,Punjab,1200.0,2300,635.9,183900.0,420.0,1.95
Masoor,2016,Rabi       ,Punjab,700.0,400,635.9,107275.0,245.0,0.5425
Moong(Green Gram),2016,Kharif     ,Punjab,4800.0,4000,635.9,735600.0,1680.0,0.8025
Peas & beans (Pulses),2016,Rabi       ,Punjab,3100.0,4200,635.9,475075.0,1085.0,1.375
Sesamum,2016,Kharif     ,Punjab,3000.0,1100,635.9,459750.0,1050.0,0.308
Sunflower,2016,Rabi       ,Punjab,5800.0,9600,635.9,888850.0,2030.0,1.595
Urad,2016,Kharif     ,Punjab,2100.0,1100,635.9,321825.0,735.0,0.684
Arhar/Tur,2016,Rabi       ,Telangana,1289.0,1118,942.6,197539.25,451.15,0.728235294
Bajra,2016,Kharif     ,Telangana,3134.0,2723,942.6,480285.5,1096.9,0.89
Bajra,2016,Rabi       ,Telangana,13563.0,11791,942.6,2078529.75,4747.05,0.87875
Cashewnut,2016,Kharif     ,Telangana,1841.0,773,942.6,282133.25,644.35,0.395
Castor seed,2016,Rabi       ,Telangana,466.0,272,942.6,71414.5,163.1,0.521666667
Coriander,2016,Kharif     ,Telangana,46.0,20,942.6,7049.5,16.1,0.575
Coriander,2016,Rabi       ,Telangana,1899.0,1212,942.6,291021.75,664.65,0.627
Cowpea(Lobia),2016,Kharif     ,Telangana,1058.0,647,942.6,162138.5,370.3,0.55
Cowpea(Lobia),2016,Rabi       ,Telangana,4900.0,5230,942.6,750925.0,1715.0,1.1
Garlic,2016,Rabi       ,Telangana,191.0,451,942.6,29270.75,66.85,2.74
Horse-gram,2016,Kharif     ,Telangana,353.0,135,942.6,54097.25,123.55,0.395714286
Horse-gram,2016,Rabi       ,Telangana,1310.0,500,942.6,200757.5,458.5,0.360625
Moong(Green Gram),2016,Rabi       ,Telangana,11023.0,9955,942.6,1689274.75,3858.05,0.90962963
Ragi,2016,Kharif     ,Telangana,838.0,971,942.6,128423.5,293.3,1.094285714
Ragi,2016,Rabi       ,Telangana,296.0,341,942.6,45362.0,103.6,1.1075
Safflower,2016,Kharif     ,Telangana,5.0,5,942.6,766.25,1.75,1.0
Safflower,2016,Rabi       ,Telangana,4364.0,2892,942.6,668783.0,1527.4,0.731111111
Sesamum,2016,Kharif     ,Telangana,3268.0,438,942.6,500821.0,1143.8,0.150555556
Small millets,2016,Kharif     ,Telangana,851.0,799,942.6,130415.75,297.85,0.943333333
Small millets,2016,Rabi       ,Telangana,1.0,1,942.6,153.25,0.35,1.0
Soyabean,2016,Rabi       ,Telangana,33.0,32,942.6,5057.25,11.55,0.985
Sunflower,2016,Kharif     ,Telangana,951.0,719,942.6,145740.75,332.85,0.862
Sunflower,2016,Rabi       ,Telangana,4941.0,8865,942.6,757208.25,1729.35,1.781428571
Tobacco,2016,Kharif     ,Telangana,2599.0,7080,942.6,398296.75,909.65,3.134
Urad,2016,Rabi       ,Telangana,10903.0,9010,942.6,1670884.75,3816.05,0.820416667
Wheat,2016,Rabi       ,Telangana,5409.0,7413,942.6,828929.25,1893.15,1.223571429
Arhar/Tur,2016,Kharif     ,Tripura,5350.0,3772,2475.3,819887.5,1872.5,0.70875
Cotton(lint),2016,Kharif     ,Tripura,870.0,1358,2475.3,133327.5,304.5,1.55125
Cowpea(Lobia),2016,Kharif     ,Tripura,3886.0,2476,2475.3,595529.5,1360.1,0.6375
Gram,2016,Rabi       ,Tripura,250.0,150,2475.3,38312.5,87.5,0.60375
Groundnut,2016,Kharif     ,Tripura,833.0,1091,2475.3,127657.25,291.55,1.305
Groundnut,2016,Rabi       ,Tripura,1000.0,1584,2475.3,153250.0,350.0,1.59125
Jowar,2016,Kharif     ,Tripura,683.0,546,2475.3,104669.75,239.05,0.79625
Linseed,2016,Rabi       ,Tripura,150.0,105,2475.3,22987.5,52.5,0.694285714
Maize,2016,Kharif     ,Tripura,12196.0,16608,2475.3,1869037.0,4268.6,1.38375
Maize,2016,Rabi       ,Tripura,2500.0,3887,2475.3,383125.0,875.0,1.56
Masoor,2016,Rabi       ,Tripura,3800.0,2535,2475.3,582350.0,1330.0,0.6675
Moong(Green Gram),2016,Kharif     ,Tripura,2228.0,1234,2475.3,341441.0,779.8,0.55
Moong(Green Gram),2016,Rabi       ,Tripura,1200.0,734,2475.3,183900.0,420.0,0.61375
Other  Rabi pulses,2016,Rabi       ,Tripura,550.0,468,2475.3,84287.5,192.5,0.85
Other Kharif pulses,2016,Kharif     ,Tripura,23.0,22,2475.3,3524.75,8.05,0.966
Peas & beans (Pulses),2016,Rabi       ,Tripura,3200.0,2816,2475.3,490400.0,1120.0,0.86875
Rapeseed &Mustard,2016,Rabi       ,Tripura,7500.0,6188,2475.3,1149375.0,2625.0,0.8175
Sesamum,2016,Kharif     ,Tripura,5590.0,3276,2475.3,856667.5,1956.5,0.59125
Small millets,2016,Kharif     ,Tripura,352.0,282,2475.3,53944.0,123.2,0.80125
Soyabean,2016,Rabi       ,Tripura,300.0,264,2475.3,45975.0,105.0,0.85875
Urad,2016,Kharif     ,Tripura,2590.0,1496,2475.3,396917.5,906.5,0.565
Urad,2016,Rabi       ,Tripura,1250.0,969,2475.3,191562.5,437.5,0.7625
Wheat,2016,Rabi       ,Tripura,200.0,460,2475.3,30650.0,70.0,2.25625
Coriander,2016,Rabi       ,Uttar Pradesh,7002.0,3652,965.3,1073056.5,2450.7,0.533283582
Cotton(lint),2016,Kharif     ,Uttar Pradesh,5635.0,2018,965.3,863563.75,1972.25,0.357272727
Dry chillies,2016,Kharif     ,Uttar Pradesh,13194.0,12170,965.3,2021980.5,4617.9,0.933287671
Guar seed,2016,Kharif     ,Uttar Pradesh,1831.0,1312,965.3,280600.75,640.85,0.732537313
Maize,2016,Rabi       ,Uttar Pradesh,12320.0,34521,965.3,1888040.0,4312.0,2.64037037
Sannhamp,2016,Kharif     ,Uttar Pradesh,2354.0,551,965.3,360750.5,823.9,0.238125
Small millets,2016,Kharif     ,Uttar Pradesh,9167.0,5583,965.3,1404842.75,3208.45,0.516071429
Small millets,2016,Summer     ,Uttar Pradesh,81.0,75,965.3,12413.25,28.35,0.96
Soyabean,2016,Kharif     ,Uttar Pradesh,10520.0,7081,965.3,1612190.0,3682.0,0.692307692
Sunflower,2016,Summer     ,Uttar Pradesh,3325.0,3913,965.3,509556.25,1163.75,1.163076923
Tobacco,2016,Summer     ,Uttar Pradesh,1102.0,2167,965.3,168881.5,385.7,1.97625
